ICAO;IATA;Name;City;Country;Lattitude Degrees;Lattitude Minutes;Lattitude Seconds;Lattitude Direction;Longitude Degrees;Longitude Minutes;Longitude Seconds;Longitude Direction;Altitude
SADQ;N/A;N/A;QUILMES;ARGENTINA;0;0;0;U;0;0;0;U;0
SADR;N/A;N/A;MERLO;ARGENTINA;0;0;0;U;0;0;0;U;0
SADS;N/A;AEROCLUB ARGENTINO;SAN JUSTO;ARGENTINA;34;43;53;S;58;35;58;W;19
SADZ;N/A;N/A;MATANZA;ARGENTINA;0;0;0;U;0;0;0;U;0
SAFE;N/A;N/A;SANTA FE;ARGENTINA;0;0;0;U;0;0;0;U;0
SAHC;N/A;CHOS MALAL;CHOSMADAL;ARGENTINA;37;26;40;S;70;13;20;W;851
SAHR;N/A;GENERAL ROCA;FUERTE GRAL ROCA;ARGENTINA;39;0;2;S;67;37;13;W;260
SAMA;N/A;N/A;GRAL ALVEAR;ARGENTINA;0;0;0;U;0;0;0;U;0
SAMC;N/A;N/A;CRISTO REDENTOR;ARGENTINA;0;0;0;U;0;0;0;U;0
SAME;MDZ;EL PLUMERILLO;MENDOZA;ARGENTINA;32;49;54;S;68;47;34;W;705
SAMH;N/A;N/A;VALLE HERMOSO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAMI;N/A;N/A;SAN MARTIN;ARGENTINA;0;0;0;U;0;0;0;U;0
SAMJ;N/A;N/A;JACHAL;ARGENTINA;0;0;0;U;0;0;0;U;0
SAMM;LGS;MALARGUE;MALARGUE;ARGENTINA;35;29;2;S;69;34;57;W;1431
SAMQ;N/A;MENDOZA AEROPARQUE;MENDOZA;ARGENTINA;32;51;57;S;68;52;20;W;808
SAMR;AFA;SAN RAFAEL;SAN RAFAEL;ARGENTINA;34;35;17;S;68;24;9;W;753
SAMS;N/A;N/A;SAN CARLOS;ARGENTINA;0;0;0;U;0;0;0;U;0
SAMU;N/A;N/A;USPALLATA;ARGENTINA;0;0;0;U;0;0;0;U;0
SANC;CTC;CATAMARCA;CATAMARCA;ARGENTINA;28;35;44;S;65;45;6;W;464
SANE;SDE;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;ARGENTINA;27;45;56;S;64;18;36;W;200
SANH;N/A;N/A;RIO HONDO;ARGENTINA;0;0;0;U;0;0;0;U;0
SANI;N/A;TINOGASTA;TINOGASTA;ARGENTINA;28;2;15;S;67;34;49;W;1211
SANL;IRJ;LA RIOJA;LA RIOJA;ARGENTINA;29;22;53;S;66;47;45;W;438
SANM;N/A;N/A;PERGAMINO;ARGENTINA;0;0;0;U;0;0;0;U;0
SANO;N/A;CHILECITO;CHILECITO;ARGENTINA;29;13;26;S;67;26;20;W;951
SANT;TUC;TENIENTE BENJAMIN MATIENZO;TUCUMAN;ARGENTINA;26;50;27;S;65;6;17;W;456
SANU;UAQ;SAN JUAN;SAN JULIAN;ARGENTINA;31;34;17;S;68;25;5;W;598
SANW;N/A;N/A;CERES;ARGENTINA;0;0;0;U;0;0;0;U;0
SAOC;RCU;RIO CUARTO AREA DE MATERIAL;RIO CUARTO;ARGENTINA;33;5;8;S;64;15;41;W;421
SAOD;VDR;VILLA DOLORES;VILLA DOLORES;ARGENTINA;31;56;28;S;65;8;32;W;566
SAOE;N/A;N/A;EMBALSE;ARGENTINA;0;0;0;U;0;0;0;U;0
SAOL;N/A;LABOULAYE;LABOULAYE;ARGENTINA;34;8;7;S;63;21;44;W;137
SAOM;N/A;MARCOS JUAREZ;MARCOS JUAREZ;ARGENTINA;32;41;1;S;62;9;28;W;111
SAOR;N/A;VILLA REYNOLDS;VILLA REYNOLDS;ARGENTINA;33;43;47;S;65;23;14;W;485
SAOU;LUQ;SAN LUIS;SAN LUIS;ARGENTINA;33;16;23;S;66;21;23;W;710
SAPC;N/A;N/A;CHEPES;ARGENTINA;0;0;0;U;0;0;0;U;0
SARC;CNQ;CORRIENTES;CORRIENTES;ARGENTINA;27;26;43;S;58;45;42;W;62
SARE;RES;RESISTENCIA;RESISTENCIA;ARGENTINA;27;26;59;S;59;3;22;W;54
SARF;FMA;FORMOSA;FORMOSA;ARGENTINA;26;12;45;S;58;13;41;W;60
SARI;IGR;CATARATAS DEL IGUAZU;IGUAZU FALLS;ARGENTINA;25;44;15;S;54;28;23;W;280
SARL;AOL;PASO DE LOS LIBRES;PASO DE LOS LIBRES;ARGENTINA;29;41;21;S;57;9;7;W;71
SARM;N/A;MONTE CASEROS;MONTE CASEROS;ARGENTINA;30;16;18;S;57;38;24;W;54
SARO;N/A;N/A;ITUZAINGO;ARGENTINA;0;0;0;U;0;0;0;U;0
SARP;PSS;POSADAS;POSADAS;ARGENTINA;27;23;9;S;55;58;14;W;131
SARS;N/A;TERMAL;PRESIDENCIA R.S.PENA;ARGENTINA;26;45;23;S;60;29;35;W;94
SASA;SLA;SALTA;SALTA;ARGENTINA;24;51;21;S;65;29;10;W;1243
SASJ;JUJ;JUJUY;JUJUY;ARGENTINA;24;23;34;S;65;5;52;W;921
SASO;ORA;ORAN;ORAN;ARGENTINA;23;9;10;S;64;19;45;W;357
SASQ;N/A;LA QUIACA;LA QUIACA;ARGENTINA;22;9;44;S;65;34;11;W;3481
SASR;N/A;N/A;RIVADAVIA;ARGENTINA;0;0;0;U;0;0;0;U;0
SAST;N/A;GENERAL ENRIQUE MOSCONI TARTAGAL;TARTAGAL;ARGENTINA;22;37;11;S;63;47;37;W;449
SATC;N/A;N/A;CLORINDA;ARGENTINA;0;0;0;U;0;0;0;U;0
SATD;N/A;N/A;EL DORADO;ARGENTINA;0;0;0;U;0;0;0;U;0
SATG;N/A;GOYA;GOYA;ARGENTINA;29;6;21;S;59;13;7;W;40
SATI;N/A;N/A;BERNARDO DE IRIGOYEN;ARGENTINA;0;0;0;U;0;0;0;U;0
SATK;N/A;ALFEREZ ARMANDO RODRIGUEZ;LAS LOMITAS;ARGENTINA;24;43;16;S;60;32;55;W;130
SATM;N/A;MERCEDES;MERCEDES;ARGENTINA;29;13;23;S;58;5;17;W;105
SATO;N/A;OBERA;OBERA;ARGENTINA;27;31;5;S;55;7;26;W;35
SATR;N/A;RECONQUISTA;RECONQUISTA;ARGENTINA;29;12;36;S;59;41;27;W;50
SATU;N/A;CURUZU CUATIA;CURUZU CUATIA;ARGENTINA;29;46;14;S;57;58;44;W;71
SAVA;N/A;N/A;PIEDRA DEL AGUILA;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVB;EHL;EL BOLSON;EL BOLSON;ARGENTINA;41;56;35;S;71;31;56;W;346
SAVC;CRD;COMODORO RIVADAVIA;COMODORO RIVADAVIA;ARGENTINA;45;47;6;S;67;27;56;W;58
SAVD;EMX;EL MAITEN;EL MAITEN;ARGENTINA;42;1;50;S;71;10;11;W;719
SAVE;EQS;ESQUEL;ESQUEL;ARGENTINA;42;54;28;S;71;8;22;W;788
SAVH;N/A;LAS HERAS;LAS HERAS;ARGENTINA;46;32;18;S;68;57;57;W;331
SAVM;N/A;N/A;LAGO MUSTERS;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVO;OES;N/A;SAN ANTONIO OESTE;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVP;N/A;N/A;PASO DE LOS INDIOS;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVQ;N/A;N/A;MAQUINCHAO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVR;ARR;N/A;ALTO RIO SENGUERR;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVS;SGV;N/A;SIERRA GRANDE;ARGENTINA;0;0;0;U;0;0;0;U;0
SAVT;REL;ALMIRANTE ZAR;TRELEW;ARGENTINA;43;12;37;S;65;16;13;W;43
SAVV;VDM;GOBERNADOR CASTELLO;VIEDMA;ARGENTINA;40;52;9;S;63;0;1;W;7
SAVY;PMY;EL TEHUELCHE;PUERTO MADRYN;ARGENTINA;42;45;32;S;65;6;9;W;136
SAWA;ING;LAGO ARGENTINO;LAGO ARGENTINO;ARGENTINA;50;20;7;S;72;14;54;W;224
SAWB;N/A;BASE MARAMBIO;MARAMBIO BASE;ANTARCTICA;64;14;18;S;56;37;51;W;24
SAWD;PUD;PUERTO DESEADO;PUERTO DESEADO;ARGENTINA;47;44;7;S;65;54;14;W;82
SAWE;RGA;RIO GRANDE;RIO GRANDE;ARGENTINA;53;46;39;S;67;44;57;W;21
SAWG;RGL;RIO GALLEGOS;RIO GALLEGOS;ARGENTINA;51;36;31;S;69;18;45;W;19
SAWH;USH;USHUAIA MALVINAS ARGENTINAS;USHUAIA;ARGENTINA;54;50;35;S;68;17;44;W;32
SAWJ;ULA;SAN JULIAN;SAN JULIAN;ARGENTINA;49;18;24;S;67;48;9;W;58
SAWM;ROY;N/A;RIO MAYO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAWP;PMQ;N/A;PERITO MORENO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAWR;GGS;N/A;GOBERNADOR GREGORES;ARGENTINA;0;0;0;U;0;0;0;U;0
SAWS;JSM;JOSE DE SAN MARTIN;JOSE DE SAN MARTIN;ARGENTINA;44;2;53;S;70;27;33;W;734
SAWT;RYO;EL TURBIO;RIO TURBIO;ARGENTINA;51;36;23;S;72;13;0;W;277
SAWU;RZA;SANTA CRUZ;SANTA CRUZ;ARGENTINA;50;0;59;S;68;34;45;W;111
SAXC;N/A;N/A;NUEVA DE JULIO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAZB;BHI;COMANDANTE ESPORA;BAHIA BLANCA;ARGENTINA;38;43;29;S;62;10;9;W;75
SAZC;N/A;CORONEL SUAREZ;COLONEL SUAREZ;ARGENTINA;37;26;46;S;61;53;21;W;235
SAZD;N/A;DOLORES;DOLORES;ARGENTINA;36;19;13;S;57;43;18;W;11
SAZE;N/A;N/A;PIGUE;ARGENTINA;0;0;0;U;0;0;0;U;0
SAZF;N/A;OLAVARRIA;OLAVARRIA;ARGENTINA;36;53;27;S;60;12;58;W;168
SAZG;N/A;GENERAL PICO;GENERAL PICO;ARGENTINA;35;41;46;S;63;45;29;W;140
SAZH;N/A;TRES ARROYOS;TRES ARROYOS;ARGENTINA;38;23;12;S;60;19;46;W;122
SAZI;N/A;BOLIVAR;BOLIVAR;ARGENTINA;36;11;13;S;61;4;34;W;94
SAZJ;N/A;N/A;BENITO JUAREZ;ARGENTINA;0;0;0;U;0;0;0;U;0
SAZK;N/A;N/A;CERRO CATEDRAL;ARGENTINA;0;0;0;U;0;0;0;U;0
SAZL;N/A;SANTA TERESITA;SANTA TERESITA;ARGENTINA;36;32;32;S;56;43;18;W;4
SAZM;MDQ;MAR DEL PLATA;MAR DEL PLATA;ARGENTINA;37;56;3;S;57;34;24;W;23
SAZN;NQN;PRESIDENTE PERON;NEUQUEN;ARGENTINA;38;56;56;S;68;9;20;W;274
SAZO;N/A;NECOCHEA;NECOCHEA;ARGENTINA;38;29;22;S;58;48;57;W;22
SAZP;N/A;COMODORO P ZANNI;PEHUAJO;ARGENTINA;35;50;44;S;61;51;28;W;86
SAZQ;N/A;N/A;RIO COLORADO;ARGENTINA;0;0;0;U;0;0;0;U;0
SAZR;RSA;SANTA ROSA;SANTA ROSA;ARGENTINA;36;35;17;S;64;16;31;W;193
SAZS;BRC;SAN CARLOS DE BARILOCHE;SAN CARLOS DE BARILOCH;ARGENTINA;41;9;4;S;71;9;27;W;847
SAZT;TDL;TANDIL;TANDIL;ARGENTINA;37;14;14;S;59;13;40;W;175
SAZU;N/A;N/A;PUELCHES;ARGENTINA;0;0;0;U;0;0;0;U;0
SAZV;VLG;VILLA GESELL;VILLA GESELL;ARGENTINA;37;14;7;S;57;1;45;W;11
SAZW;N/A;CUTRALCO;CUTRALCO;ARGENTINA;38;56;22;S;69;15;52;W;651
SAZY;CPC;AVIADOR C CAMPOS;SAN MARTIN DES ANDES;ARGENTINA;40;4;31;S;71;8;14;W;784
SBAA;CDJ;UNKNOWN;CONCEICAO DO ARAGUAIA;BRAZIL;8;20;54;S;49;18;5;W;200
SBAF;N/A;CAMPO DELIO JARDIM DE MATTOS;RIO DE JANEIRO;BRAZIL;22;52;30;S;43;23;4;W;34
SBAM;N/A;AMAPA;AMAPA;BRAZIL;2;4;36;N;50;51;44;W;14
SBAQ;AQA;ARARAQUARA;ARARACUARA;BRAZIL;21;48;43;S;48;7;58;W;712
SBAR;AJU;SANTA MARIA;ARACAJU;BRAZIL;10;59;2;S;37;4;13;W;8
SBAS;N/A;ASSIS;ASSIS;BRAZIL;22;38;18;S;50;27;21;W;564
SBAT;AFL;ALTA FLORESTA;ALTA FLORESTA;BRAZIL;9;51;57;S;56;6;22;W;289
SBAU;ARU;ARACATUBA;ARACATUBA;BRAZIL;21;8;28;S;50;25;29;W;415
SBAV;N/A;USINA PORTO PRIMAVERA;TEODORO SAMPAIO;BRAZIL;22;31;32;S;52;58;19;W;326
SBBE;BEL;VAL DE CAES;BELEM;BRAZIL;1;22;45;S;48;28;34;W;17
SBBG;BGX;COMANDANTE GUSTAVO KRAEMER;BAGE;BRAZIL;31;23;25;S;54;6;44;W;183
SBBH;PLU;PAMPULHA;BELO HORIZONTE;BRAZIL;19;51;6;S;43;57;1;W;790
SBBI;BFH;BACACHERI;CURITIBA;BRAZIL;25;24;18;S;49;13;55;W;932
SBBQ;N/A;MAJOR BRIGADEIRO DOORGAL BORGES;BARBACENA;BRAZIL;21;16;1;S;43;45;39;W;1115
SBBR;BSB;PRESIDENTE JUSCELINO KUBITSCHEK;BRASILIA;BRAZIL;15;51;45;S;47;54;45;W;1061
SBBU;BAU;BAURU;BAURU;BRAZIL;22;20;42;S;49;3;13;W;616
SBBV;BVB;BOA VISTA;BOA VISTA;BRAZIL;2;50;46;N;60;41;24;W;85
SBBW;N/A;BARRA DO GARCAS;BARRA DO GARCAS;BRAZIL;15;51;40;S;52;23;20;W;350
SBCA;CAC;CASCAVEL;CASCAVEL;BRAZIL;25;0;1;S;53;30;2;W;754
SBCC;N/A;CACHIMBO;ITAITUBA;BRAZIL;9;20;2;S;54;57;55;W;538
SBCF;CNF;TANCREDO NEVES;BELO HORIZONTE;BRAZIL;19;38;1;S;43;58;7;W;828
SBCG;CGR;CAMPO GRANDE;CAMPO GRANDE;BRAZIL;20;28;7;S;54;40;21;W;559
SBCH;XAP;CHAPECO;CHAPECO;BRAZIL;27;8;3;S;52;39;23;W;655
SBCI;CLN;CAROLINA;CAROLINA;BRAZIL;7;19;13;S;47;27;31;W;173
SBCL;N/A;N/A;PARAUAPEBAS;BRAZIL;0;0;0;U;0;0;0;U;0
SBCM;N/A;FORQUILHINHA;CRICIUMA;BRAZIL;28;43;32;S;49;25;29;W;29
SBCO;N/A;CANOAS;PORTO ALEGRE;BRAZIL;29;56;45;S;51;8;40;W;8
SBCP;CAW;BARTOLOMEU LISANDRO;CAMPOS;BRAZIL;21;41;54;S;41;18;6;W;18
SBCR;CMG;CORUMBA INTERNATIONAL;CORUMBA;BRAZIL;19;0;42;S;57;40;22;W;141
SBCT;CWB;AFONSO PENA;CURITIBA;BRAZIL;25;31;42;S;49;10;32;W;911
SBCV;CRQ;CARAVELAS;CARAVELAS;BRAZIL;17;39;8;S;39;15;11;W;11
SBCX;CXJ;CAMPO DOS BUGRES;CAXIAS DO SUL;BRAZIL;29;11;49;S;51;11;15;W;754
SBCY;CGB;MARECHAL RONDON;CUIABA;BRAZIL;15;39;10;S;56;7;0;W;188
SBCZ;CZS;CRUZEIRO DO SUL;CRUIZIRO DO SUL;BRAZIL;7;36;0;S;72;46;10;W;195
SBDN;PPB;PRESIDENTE PRUDENTE;PRESIDENT PRUDENTE;BRAZIL;22;10;30;S;51;25;28;W;451
SBEG;MAO;EDUARDO GOMES INTERNATIONAL;MANAUS;BRAZIL;3;2;19;S;60;2;59;W;81
SBEK;N/A;JACAREACANGA;JACARE-ACANGA;BRAZIL;6;13;59;S;57;46;36;W;99
SBEN;N/A;N/A;MACAE;BRAZIL;0;0;0;U;0;0;0;U;0
SBES;N/A;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;BRAZIL;22;48;46;S;42;5;33;W;19
SBET;N/A;N/A;PEDREGULHO;BRAZIL;0;0;0;U;0;0;0;U;0
SBFC;FRC;FRANCA;FRANCA;BRAZIL;20;35;31;S;47;22;58;W;1004
SBFI;IGU;CATARATAS INTERNATIONAL;FOZ DO IGUACU;BRAZIL;25;35;46;S;54;29;13;W;240
SBFL;FLN;HERCILIO LUZ;FLORIANOPOLIS;BRAZIL;27;40;21;S;48;32;52;W;6
SBFN;FEN;FERNANDO DE NORONHA;FERNANDO DO NORONHA;BRAZIL;3;51;17;S;32;25;24;W;55
SBFT;N/A;FRONTEIRA;FRONTEIRA;BRAZIL;20;16;42;S;49;11;14;W;488
SBFU;N/A;FURNAS;ALPINOPOLIS;BRAZIL;20;42;10;S;46;20;6;W;736
SBFZ;FOR;PINTO MARTINS INTERNATIONAL;FORTALEZA;BRAZIL;3;46;34;S;38;31;57;W;25
SBGA;N/A;N/A;BRASILIA;BRAZIL;0;0;0;U;0;0;0;U;0
SBGL;GIG;GALEAO ANTONIO CARLOS JOBIM;RIO DE JANEIRO;BRAZIL;22;48;32;S;43;14;37;W;9
SBGM;N/A;GUAJARA MIRIM;GUAJARA-MIRIM;BRAZIL;10;47;10;S;65;17;5;W;146
SBGO;GYN;SANTA GENOVEVA;GOIANIA;BRAZIL;16;37;52;S;49;13;20;W;747
SBGP;N/A;N/A;MACAE;BRAZIL;0;0;0;U;0;0;0;U;0
SBGR;GRU;GUARULHOS;SAO PAULO;BRAZIL;23;25;56;S;46;28;9;W;750
SBGS;N/A;PONTA GROSSA;PONTA GROSSA;BRAZIL;25;11;4;S;50;8;38;W;789
SBGW;N/A;GUARATINGUETA;GUARATINGUETA;BRAZIL;22;47;29;S;45;12;17;W;537
SBHT;ATM;ALTAMIRA;ALTAMIRA;BRAZIL;3;15;14;S;52;15;14;W;113
SBIC;N/A;ITACOATIARA;ITAITUBA;BRAZIL;3;7;38;S;58;28;52;W;44
SBIH;N/A;ITAITUBA;ITAITUBA;BRAZIL;4;14;32;S;56;0;2;W;34
SBIL;IOS;ILHEUS;ILHEUS;BRAZIL;14;48;57;S;39;1;59;W;5
SBIP;IPN;USIMINAS;IPATINGA;BRAZIL;19;28;14;S;42;29;15;W;239
SBIT;N/A;HIDROELETRICA;ITUMBIARA;BRAZIL;18;26;40;S;49;12;48;W;497
SBIZ;IMP;IMPERATRIZ;IMPERATRIZ;BRAZIL;5;31;52;S;47;27;36;W;132
SBJA;RIJ;N/A;RIOJA;PERU;0;0;0;U;0;0;0;U;0
SBJC;N/A;JULIO CESAR;BELEM;BRAZIL;1;24;50;S;48;27;38;W;16
SBJF;JDF;FRANCISCO DE ASSIS;JUIZ DE FORA;BRAZIL;21;47;29;S;43;23;12;W;912
SBJP;JPA;INTL. PRES. CASTRO PINTO;JOAO PESSOA;BRAZIL;7;16;11;S;35;53;46;W;502
SBJR;N/A;N/A;RIO DE JANEIRO;BRAZIL;0;0;0;U;0;0;0;U;0
SBJV;JOI;JOINVILLE;JOINVILLE;BRAZIL;26;13;29;S;48;47;50;W;5
SBKG;CPV;N/A;CAMPINA GRANDE;BRAZIL;0;0;0;U;0;0;0;U;0
SBKP;VCP;VIRACOPOS;CAMPINAS;BRAZIL;23;0;29;S;47;8;4;W;662
SBLJ;N/A;LAGES;LAJES;BRAZIL;27;46;55;S;50;16;53;W;935
SBLN;LIP;LINS;LINS;BRAZIL;21;39;50;S;49;43;49;W;476
SBLO;LDB;LONDRINA;LONDRINA;BRAZIL;23;20;1;S;51;7;48;W;570
SBLP;LAZ;BOM JESUS DA LAPA;BOM JESUS DA LAPA;BRAZIL;13;15;43;S;43;24;29;W;444
SBLS;N/A;LAGOA SANTA;LAGOA SANTA;BRAZIL;19;39;41;S;43;53;47;W;852
SBMA;MAB;MARABA;MARABA;BRAZIL;5;22;6;S;49;8;16;W;109
SBMD;N/A;MONTE DOURADO;ALMEIRIM;BRAZIL;0;53;23;S;52;36;8;W;207
SBMG;MGF;MARINGA;MARINGA;BRAZIL;23;26;23;S;51;54;25;W;559
SBMK;MOC;MONTES CLAROS;MONTES CLAROS;BRAZIL;16;42;24;S;43;49;8;W;668
SBML;N/A;MARILIA;MARILIA;BRAZIL;22;11;48;S;49;55;35;W;647
SBMN;N/A;PONTA PELADA;MANAUS;BRAZIL;3;8;44;S;59;59;10;W;82
SBMO;MCZ;ZUMBI DOS PALMARES;MACEIO;BRAZIL;9;30;37;S;35;47;36;W;118
SBMQ;MCP;MACAPA;MACAPA;BRAZIL;0;3;2;N;51;4;19;W;18
SBMR;N/A;N/A;MANOEL RIBAS;BRAZIL;0;0;0;U;0;0;0;U;0
SBMS;N/A;DIX SEPT ROSADO;MOCORD;BRAZIL;5;12;6;S;37;21;51;W;24
SBMT;N/A;MARTE;SAO PAULO;BRAZIL;23;30;32;S;46;38;15;W;722
SBMY;N/A;MANICORE;MANICORE;BRAZIL;5;48;41;S;61;16;43;W;54
SBNF;NVT;NAVEGANTES ITAJAI;NAVEGANTES;BRAZIL;26;52;48;S;48;39;5;W;6
SBNM;GEL;SANTO ANGELO;SANTO ANGELO;BRAZIL;28;16;54;S;54;10;8;W;322
SBNT;NAT;AUGUSTO SEVERO;NATAL;BRAZIL;5;54;40;S;35;14;52;W;52
SBOI;N/A;OIAPOQUE;OIOIAPOQUE;BRAZIL;3;51;19;N;51;47;48;W;20
SBOU;OUS;N/A;OURINHOS;BRAZIL;0;0;0;U;0;0;0;U;0
SBPA;POA;SALGADO FILHO;PORTO ALEGRE;BRAZIL;29;59;39;S;51;10;17;W;4
SBPB;N/A;PARNAIBA;PARNAIBA;BRAZIL;2;53;37;S;41;43;55;W;5
SBPC;POO;POCOS DE CALDAS;POCOS DE CALDAS;BRAZIL;21;50;34;S;46;34;4;W;1261
SBPF;PFB;LAURO KURTZ;PASSO FUNDO;BRAZIL;28;14;38;S;52;19;35;W;725
SBPG;N/A;N/A;PARANAGUA;BRAZIL;0;0;0;U;0;0;0;U;0
SBPI;N/A;N/A;PETROPOLIS;BRAZIL;0;0;0;U;0;0;0;U;0
SBPK;PET;PELOTAS;PELOTAS;BRAZIL;31;43;6;S;52;19;39;W;18
SBPL;PNZ;PETROLINA;PETROLINA;BRAZIL;9;21;50;S;40;33;50;W;385
SBPN;PNB;PORTO NACIONAL;PORTO NACIONAL;BRAZIL;10;43;9;S;48;23;59;W;266
SBPP;PMG;PONTA PORA;PONTA PORA;BRAZIL;22;32;58;S;55;42;9;W;658
SBPT;N/A;N/A;OBENTENI;PERU;0;0;0;U;0;0;0;U;0
SBPV;PVH;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;PORTO VELHO;BRAZIL;8;42;33;S;63;54;8;W;89
SBPW;N/A;N/A;PINDAMONHANGABA;BRAZIL;0;0;0;U;0;0;0;U;0
SBQV;N/A;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;BRAZIL;14;51;45;S;40;51;47;W;914
SBRB;RBR;PRESIDENTE MEDICI;RIO BRANCO;BRAZIL;9;52;8;S;67;53;37;W;194
SBRF;REC;GUARARAPES;RECIFE;BRAZIL;8;7;35;S;34;55;24;W;11
SBRG;RIG;RIO GRANDE;RIO GRANDE;BRAZIL;32;4;57;S;52;9;59;W;9
SBRJ;SDU;SANTOS DUMONT;RIO DE JANEIRO;BRAZIL;22;54;37;S;43;9;47;W;4
SBRP;RAO;LEITE LOPES;RIBEIRAO PRETO;BRAZIL;21;8;3;S;47;46;27;W;550
SBRQ;N/A;N/A;SAO ROQUE;BRAZIL;0;0;0;U;0;0;0;U;0
SBSA;N/A;N/A;SAO CARLOS;BRAZIL;0;0;0;U;0;0;0;U;0
SBSC;STU;SANTA CRUZ;RIO DE JANEIRO;BRAZIL;22;55;56;S;43;43;8;W;4
SBSI;IGU;N/A;IGUASSU FALLS;BRAZIL;0;0;0;U;0;0;0;U;0
SBSJ;SJK;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;BRAZIL;23;13;45;S;45;51;41;W;647
SBSL;SLZ;MARECHAL CUNHA MACHADO;SAO LUIS;BRAZIL;2;35;19;S;44;14;11;W;55
SBSM;STM;SANTA MARIA;SANTAREM;BRAZIL;29;42;40;S;53;41;17;W;88
SBSP;CGH;CONGONHAS;SAO PAULO;BRAZIL;23;37;36;S;46;39;19;W;802
SBSR;SJP;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;BRAZIL;20;48;59;S;49;24;23;W;544
SBST;SSZ;SANTOS AIR BASE;SANTOS;BRAZIL;23;55;30;S;46;17;15;W;4
SBSV;SSA;DEPUTADO LUIS EDUARDO MAGALHAES;SALVADOR;BRAZIL;12;54;39;S;38;19;51;W;20
SBSY;N/A;N/A;CHRISTALANDIA;BRAZIL;0;0;0;U;0;0;0;U;0
SBTB;N/A;TROMBETAS;ORIXIMINA;BRAZIL;1;29;22;S;56;23;48;W;88
SBTE;THE;SENADOR PETRONIO PORTELLA;TERESINA;BRAZIL;5;3;35;S;42;49;24;W;67
SBTF;TFF;TEFE;TEFE;BRAZIL;3;22;58;S;64;43;26;W;57
SBTK;N/A;TARAUACA;TARAUACA;BRAZIL;8;9;18;S;70;46;59;W;197
SBTL;N/A;TELEMACO BORBA;TELEMACO BORBA;BRAZIL;24;19;3;S;50;39;5;W;796
SBTS;N/A;TIRIOS;OBIDOS TIRIOS;BRAZIL;2;13;24;N;55;56;45;W;344
SBTT;TBT;TABATINGA;TABATINGA;BRAZIL;4;15;20;S;69;56;8;W;86
SBTU;TUR;TUCURUI;TUCURUI;BRAZIL;3;47;6;S;49;43;10;W;253
SBUA;N/A;SAO GABRIEL DA CACHOEIRA;SAO GABRIEL;BRAZIL;0;8;54;S;66;59;8;W;77
SBUF;PAV;PAULO AFONSO;PAULO ALFONSO;BRAZIL;9;24;3;S;38;15;2;W;270
SBUG;URG;RUBEM BERTA;URUGUAIANA;BRAZIL;29;46;55;S;57;2;17;W;79
SBUL;UDI;UBERLANDIA;UBERLANDIA;BRAZIL;18;52;58;S;48;13;32;W;944
SBUP;N/A;URUBUPUNGA;CASTILHO;BRAZIL;20;46;37;S;51;33;53;W;357
SBUR;UBA;UBERABA;UBERABA;BRAZIL;19;45;54;S;47;57;53;W;810
SBVG;VAG;MAJOR BRIGADEIRO TROMPOWSKY;VARGINHA;BRAZIL;21;35;24;S;45;28;24;W;923
SBVH;BVH;VILHENA;VILHENA;BRAZIL;12;41;39;S;60;5;53;W;616
SBVT;VIX;GOIABEIRAS;VITORIA;BRAZIL;20;15;20;S;40;17;20;W;4
SBXG;BPG;N/A;BARRA DO GARCAS;BRAZIL;0;0;0;U;0;0;0;U;0
SBYA;N/A;IAUARETE;IAUARETE;BRAZIL;0;36;27;N;69;11;9;W;106
SBYS;QPS;CAMPO FONTENELLE;PIRACUNUNGA;BRAZIL;21;59;7;S;47;20;17;W;600
SCAC;ZUD;PUPELDE;ANCUD;CHILE;41;54;22;S;73;47;48;W;115
SCAP;WAP;ALTO PALENA;ALTO PALENA;CHILE;43;36;55;S;71;48;25;W;278
SCAR;ARI;CHACALLUTA;ARICA;CHILE;18;20;54;S;70;20;19;W;51
SCBA;BBA;BALMACEDA;BALMACEDA;CHILE;45;54;57;S;71;41;21;W;525
SCBQ;N/A;EL BOSQUE;SANTIAGO;CHILE;33;33;42;S;70;41;18;W;563
SCCC;CCH;CHILE CHICO;CHILE CHICO;CHILE;46;34;54;S;71;41;51;W;327
SCCF;CJC;EL LOA;CALAMA;CHILE;22;29;55;S;68;54;15;W;2291
SCCH;N/A;GENERAL BERNARDO O HIGGINS;CHILLAN;CHILE;36;34;58;S;72;1;54;W;151
